".model",".strategy_names","markov_cycle","state_names","count"
"new","new",47,"PrimaryTHR",0
"new","new",48,"PrimaryTHR",0
"new","new",49,"PrimaryTHR",0
"new","new",50,"PrimaryTHR",0
"new","standard",1,"SuccessfulPrimary",0
"new","standard",2,"SuccessfulPrimary",980
"new","standard",3,"SuccessfulPrimary",972.657197726366
"new","standard",4,"SuccessfulPrimary",965.165480497263
"new","standard",5,"SuccessfulPrimary",957.571094311598
"new","standard",6,"SuccessfulPrimary",937.835606916175
"new","standard",7,"SuccessfulPrimary",918.389630317012
"new","standard",8,"SuccessfulPrimary",899.24304719381
"new","standard",9,"SuccessfulPrimary",880.402247945622
"new","standard",10,"SuccessfulPrimary",861.871240408303
"new","standard",11,"SuccessfulPrimary",843.652318951164
"new","standard",12,"SuccessfulPrimary",825.746497590242
"new","standard",13,"SuccessfulPrimary",808.15380581017
"new","standard",14,"SuccessfulPrimary",790.873499293952
"new","standard",15,"SuccessfulPrimary",773.904215201819
"new","standard",16,"SuccessfulPrimary",730.776565650739
"new","standard",17,"SuccessfulPrimary",690.002352565081
"new","standard",18,"SuccessfulPrimary",651.457638440236
"new","standard",19,"SuccessfulPrimary",615.024517681324
"new","standard",20,"SuccessfulPrimary",580.590894151144
"new","standard",21,"SuccessfulPrimary",548.050253186749
"new","standard",22,"SuccessfulPrimary",517.301431968315
"new","standard",23,"SuccessfulPrimary",488.24839103203
"new","standard",24,"SuccessfulPrimary",460.799988938094
"new","standard",25,"SuccessfulPrimary",434.869761537633
"new","standard",26,"SuccessfulPrimary",366.323400020702
"new","standard",27,"SuccessfulPrimary",308.562733043762
"new","standard",28,"SuccessfulPrimary",259.893973093946
"new","standard",29,"SuccessfulPrimary",218.888729749581
"new","standard",30,"SuccessfulPrimary",184.342533872703
"new","standard",31,"SuccessfulPrimary",155.239823106299
"new","standard",32,"SuccessfulPrimary",130.724386088768
"new","standard",33,"SuccessfulPrimary",110.07441755537
"new","standard",34,"SuccessfulPrimary",92.6814675405173
"new","standard",35,"SuccessfulPrimary",78.0326788191359
"new","standard",36,"SuccessfulPrimary",65.6958005885964
"new","standard",37,"SuccessfulPrimary",55.3065457960254
"new","standard",38,"SuccessfulPrimary",46.5579266690621
"new","standard",39,"SuccessfulPrimary",39.1912597875769
"new","standard",40,"SuccessfulPrimary",32.9885800314791
"new","standard",41,"SuccessfulPrimary",27.7662433055083
"new","standard",42,"SuccessfulPrimary",23.369532220069
"new","standard",43,"SuccessfulPrimary",19.6681078672187
"new","standard",44,"SuccessfulPrimary",16.55217529388
"new","standard",45,"SuccessfulPrimary",13.9292509353759
"new","standard",46,"SuccessfulPrimary",11.7214377197969
"new","standard",47,"SuccessfulPrimary",9.86312828531987
"new","standard",48,"SuccessfulPrimary",8.29906918950189
"new","standard",49,"SuccessfulPrimary",6.98272948790598
"new","standard",50,"SuccessfulPrimary",5.87492592028353
"new","new",1,"SuccessfulPrimary",0
"new","new",2,"SuccessfulPrimary",980
"new","new",3,"SuccessfulPrimary",973.231446317551
"new","new",4,"SuccessfulPrimary",966.456413862376
"new","new",5,"SuccessfulPrimary",959.686650028411
"new","new",6,"SuccessfulPrimary",940.83683256081
"new","new",7,"SuccessfulPrimary",922.326566595924
"new","new",8,"SuccessfulPrimary",904.15326742332
"new","new",9,"SuccessfulPrimary",886.313545575936
"new","new",10,"SuccessfulPrimary",868.803493509674
"new","new",11,"SuccessfulPrimary",851.618857589998
"new","new",12,"SuccessfulPrimary",834.755148683954
"new","new",13,"SuccessfulPrimary",818.207717058816
"new","new",14,"SuccessfulPrimary",801.971805178942
"new","new",15,"SuccessfulPrimary",786.042586117362
"new","new",16,"SuccessfulPrimary",743.532535772766
"new","new",17,"SuccessfulPrimary",703.308204459458
"new","new",18,"SuccessfulPrimary",665.247849487089
"new","new",19,"SuccessfulPrimary",629.236087495142
"new","new",20,"SuccessfulPrimary",595.163579794947
"new","new",21,"SuccessfulPrimary",562.926730076337
"new","new",22,"SuccessfulPrimary",532.427394744012
"new","new",23,"SuccessfulPrimary",503.572605905176
"new","new",24,"SuccessfulPrimary",476.274306865168
"new","new",25,"SuccessfulPrimary",450.449099876453
"new","new",26,"SuccessfulPrimary",380.387511994332
"new","new",27,"SuccessfulPrimary",321.217972339682
"new","new",28,"SuccessfulPrimary",271.248051641475
"new","new",29,"SuccessfulPrimary",229.048136371821
"new","new",30,"SuccessfulPrimary",193.410644805866
"new","new",31,"SuccessfulPrimary",163.315566664139
"new","new",32,"SuccessfulPrimary",137.901346884436
"new","new",33,"SuccessfulPrimary",116.440285569698
"new","new",34,"SuccessfulPrimary",98.3177542684857
"new","new",35,"SuccessfulPrimary",83.0146370663134
"new","new",36,"SuccessfulPrimary",70.0924965483225
"new","new",37,"SuccessfulPrimary",59.1810421175917
"new","new",38,"SuccessfulPrimary",49.9675436031263
"new","new",39,"SuccessfulPrimary",42.1878884157328
"new","new",40,"SuccessfulPrimary",35.6190272723608
"new","new",41,"SuccessfulPrimary",30.0725930330087
"new","new",42,"SuccessfulPrimary",25.3895105978809
"new","new",43,"SuccessfulPrimary",21.4354440424835
"new","new",44,"SuccessfulPrimary",18.0969510250333
"new","new",45,"SuccessfulPrimary",15.2782346606047
"new","new",46,"SuccessfulPrimary",12.8984000920228
"new","new",47,"SuccessfulPrimary",10.8891373823278
"new","new",48,"SuccessfulPrimary",9.19276451665088
"new","new",49,"SuccessfulPrimary",7.76057457822588
"new","new",50,"SuccessfulPrimary",6.55143984623548
"new","standard",1,"RevisionTHR",0
"new","standard",2,"RevisionTHR",0
"new","standard",3,"RevisionTHR",0.776802273633983
"new","standard",4,"RevisionTHR",0.974914004336443
"new","standard",5,"RevisionTHR",1.15801993244989
"new","standard",6,"RevisionTHR",1.32115077017557
"new","standard",7,"RevisionTHR",1.45307489075993
"new","standard",8,"RevisionTHR",1.57339354250839
"new","standard",9,"RevisionTHR",1.68397987780722
"new","standard",10,"RevisionTHR",1.78650267306055
"new","standard",11,"RevisionTHR",1.88211458679368
"new","standard",12,"RevisionTHR",1.97166103089759
"new","standard",13,"RevisionTHR",2.05578376670829
"new","standard",14,"RevisionTHR",2.13498448047059
"new","standard",15,"RevisionTHR",2.20966527824334
"new","standard",16,"RevisionTHR",2.28015552833911
"new","standard",17,"RevisionTHR",2.26391683974431
"new","standard",18,"RevisionTHR",2.24552646636131
"new","standard",19,"RevisionTHR",2.22238584213719
"new","standard",20,"RevisionTHR",2.19522952768182
"new","standard",21,"RevisionTHR",2.1645908857324
"new","standard",22,"RevisionTHR",2.13095051975033
"new","standard",23,"RevisionTHR",2.09473844233637
"new","standard",24,"RevisionTHR",2.0563405114605
"new","standard",25,"RevisionTHR",2.01610358060684
"new","standard",26,"RevisionTHR",1.97433983108349
"new","standard",27,"RevisionTHR",1.72088437134785
"new","standard",28,"RevisionTHR",1.50555047240811
"new","standard",29,"RevisionTHR",1.31543250727311
"new","standard",30,"RevisionTHR",1.148153916145
"new","standard",31,"RevisionTHR",1.00117989641555
"new","standard",32,"RevisionTHR",0.872225769486344
"new","standard",33,"RevisionTHR",0.759228357443968
"new","standard",34,"RevisionTHR",0.66033249086164
"new","standard",35,"RevisionTHR",0.573875898626559
"new","standard",36,"RevisionTHR",0.498373813642515
"new","standard",37,"RevisionTHR",0.432503730736736
"new","standard",38,"RevisionTHR",0.375090642123835
"new","standard",39,"RevisionTHR",0.325092968749665
"new","standard",40,"RevisionTHR",0.281589325709519
"new","standard",41,"RevisionTHR",0.243766199833941
"new","standard",42,"RevisionTHR",0.210906573044665
"new","standard",43,"RevisionTHR",0.182379492692928
"new","standard",44,"RevisionTHR",0.1576305670468
"new","standard",45,"RevisionTHR",0.13617334822526
"new","standard",46,"RevisionTHR",0.117581554481976
"new","standard",47,"RevisionTHR",0.101482077485291
"new","standard",48,"RevisionTHR",0.0875487170776173
"new","standard",49,"RevisionTHR",0.0754965851114771
"new","standard",50,"RevisionTHR",0.0650771207173302
"new","new",1,"RevisionTHR",0
"new","new",2,"RevisionTHR",0
"new","new",3,"RevisionTHR",0.202553682449249
"new","new",4,"RevisionTHR",0.254381764847178
"new","new",5,"RevisionTHR",0.302391681051636
"new","new",6,"RevisionTHR",0.345286265094763
"new","new",7,"RevisionTHR",0.380123473241727
"new","new",8,"RevisionTHR",0.412012577933197
"new","new",9,"RevisionTHR",0.441438074434935
"new","new",10,"RevisionTHR",0.468831599015752
"new","new",11,"RevisionTHR",0.494490423563624
"new","new",12,"RevisionTHR",0.51863186150117
"new","new",13,"RevisionTHR",0.541420242896689
"new","new",14,"RevisionTHR",0.562983468021277
"new","new",15,"RevisionTHR",0.58342355082883
"new","new",16,"RevisionTHR",0.602823607707387
"new","new",17,"RevisionTHR",0.59935812014249
"new","new",18,"RevisionTHR",0.595323513858755
"new","new",19,"RevisionTHR",0.590028712004198
"new","new",20,"RevisionTHR",0.583662382822165
"new","new",21,"RevisionTHR",0.576360845767395
"new","new",22,"RevisionTHR",0.568247139916388
"new","new",23,"RevisionTHR",0.559431530116582
"new","new",24,"RevisionTHR",0.550013146178792
"new","new",25,"RevisionTHR",0.540081289216749
"new","new",26,"RevisionTHR",0.529716527617524
"new","new",27,"RevisionTHR",0.462527022612642
"new","new",28,"RevisionTHR",0.405363108884241
"new","new",29,"RevisionTHR",0.354803510154146
"new","new",30,"RevisionTHR",0.310238839276123
"new","new",31,"RevisionTHR",0.271013580659414
"new","new",32,"RevisionTHR",0.236535724531208
"new","new",33,"RevisionTHR",0.206269506302912
"new","new",34,"RevisionTHR",0.179732168422453
"new","new",35,"RevisionTHR",0.156490260776148
"new","new",36,"RevisionTHR",0.136155834413901
"new","new",37,"RevisionTHR",0.118382644907176
"new","new",38,"RevisionTHR",0.102862453065105
"new","new",39,"RevisionTHR",0.0893214828386599
"new","new",40,"RevisionTHR",0.077517075269793
"new","new",41,"RevisionTHR",0.067234561523691
"new","new",42,"RevisionTHR",0.0582843662534811
"new","new",43,"RevisionTHR",0.0504993438901772
"new","new",44,"RevisionTHR",0.04373234422201
"new","new",45,"RevisionTHR",0.0378539992707088
"new","new",46,"RevisionTHR",0.0327507205505033
"new","new",47,"RevisionTHR",0.0283228939646758
"new","new",48,"RevisionTHR",0.024483258584536
"new","new",49,"RevisionTHR",0.0211554551554379
"new","new",50,"RevisionTHR",0.0182727302190993
"new","standard",1,"SuccessfulRevision",0
"new","standard",2,"SuccessfulRevision",0
"new","standard",3,"SuccessfulRevision",0
"new","standard",4,"SuccessfulRevision",0.756061652927956
"new","standard",5,"SuccessfulRevision",1.66963737415688
"new","standard",6,"SuccessfulRevision",2.68313762697399
"new","standard",7,"SuccessfulRevision",3.7932571106021
"new","standard",8,"SuccessfulRevision",4.96428601149646
"new","standard",9,"SuccessfulRevision",6.18146302730253
"new","standard",10,"SuccessfulRevision",7.43270173839288
"new","standard",11,"SuccessfulRevision",8.70823564331545
"new","standard",12,"SuccessfulRevision",9.99998475319954
"new","standard",13,"SuccessfulRevision",11.3011604097181
"new","standard",14,"SuccessfulRevision",12.6059930620985
"new","standard",15,"SuccessfulRevision",13.9095372639041
"new","standard",16,"SuccessfulRevision",14.6562504100216
"new","standard",17,"SuccessfulRevision",15.3984550936907
"new","standard",18,"SuccessfulRevision",16.0562184944537
"new","standard",19,"SuccessfulRevision",16.6354423363061
"new","standard",20,"SuccessfulRevision",17.1390689606016
"new","standard",21,"SuccessfulRevision",17.5704461701825
"new","standard",22,"SuccessfulRevision",17.9331029089015
"new","standard",23,"SuccessfulRevision",18.2306834434679
"new","standard",24,"SuccessfulRevision",18.4668897083283
"new","standard",25,"SuccessfulRevision",18.6454350044678
"new","standard",26,"SuccessfulRevision",16.6769929403142
"new","standard",27,"SuccessfulRevision",15.0575399441511
"new","standard",28,"SuccessfulRevision",13.5444049462667
"new","standard",29,"SuccessfulRevision",12.1483351125651
"new","standard",30,"SuccessfulRevision",10.8673343376392
"new","standard",31,"SuccessfulRevision",9.69783422026994
"new","standard",32,"SuccessfulRevision",8.63486976468346
"new","standard",33,"SuccessfulRevision",7.67255783950325
"new","standard",34,"SuccessfulRevision",6.80445881293078
"new","standard",35,"SuccessfulRevision",6.02385660763089
"new","standard",36,"SuccessfulRevision",5.32397173201103
"new","standard",37,"SuccessfulRevision",4.69812010963308
"new","standard",38,"SuccessfulRevision",4.13982839088051
"new","standard",39,"SuccessfulRevision",3.64291461821758
"new","standard",40,"SuccessfulRevision",3.20154156840102
"new","standard",41,"SuccessfulRevision",2.81024878245199
"new","standard",42,"SuccessfulRevision",2.46396818773331
"new","standard",43,"SuccessfulRevision",2.15802728883932
"new","standard",44,"SuccessfulRevision",1.88814313034362
"new","standard",45,"SuccessfulRevision",1.65040959247971
"new","standard",46,"SuccessfulRevision",1.44128005082014
"new","standard",47,"SuccessfulRevision",1.25754699567891
"new","standard",48,"SuccessfulRevision",1.09631985126152
"new","standard",49,"SuccessfulRevision",0.955001945568223
"new","standard",50,"SuccessfulRevision",0.831267348605524
"new","new",1,"SuccessfulRevision",0
"new","new",2,"SuccessfulRevision",0
"new","new",3,"SuccessfulRevision",0
"new","new",4,"SuccessfulRevision",0.197145499127854
"new","new",5,"SuccessfulRevision",0.435528576044342
"new","new",6,"SuccessfulRevision",0.70020941947122
"new","new",7,"SuccessfulRevision",0.990403515773115
"new","new",8,"SuccessfulRevision",1.2968572080311
"new","new",9,"SuccessfulRevision",1.61577405921527
"new","new",10,"SuccessfulRevision",1.94404821561345
"new","new",11,"SuccessfulRevision",2.27917267360201
"new","new",12,"SuccessfulRevision",2.61907468397498
"new","new",13,"SuccessfulRevision",2.96201318455944
"new","new",14,"SuccessfulRevision",3.30650823006591
"new","new",15,"SuccessfulRevision",3.65129050975104
"new","new",16,"SuccessfulRevision",3.85043676693223
"new","new",17,"SuccessfulRevision",4.04893700176496
"new","new",18,"SuccessfulRevision",4.22566669041196
"new","new",19,"SuccessfulRevision",4.38213409044857
"new","new",20,"SuccessfulRevision",4.51906615466352
"new","new",21,"SuccessfulRevision",4.63729666688722
"new","new",22,"SuccessfulRevision",4.73770775213675
"new","new",23,"SuccessfulRevision",4.8212130524445
"new","new",24,"SuccessfulRevision",4.88874294469395
"new","new",25,"SuccessfulRevision",4.94123265929972
"new","new",26,"SuccessfulRevision",4.42435561712979
"new","new",27,"SuccessfulRevision",3.99961322150289
"new","new",28,"SuccessfulRevision",3.60216586501408
"new","new",29,"SuccessfulRevision",3.23496959196061
"new","new",30,"SuccessfulRevision",2.89758137202589
"new","new",31,"SuccessfulRevision",2.5891416109259
"new","new",32,"SuccessfulRevision",2.30841723187768
"new","new",33,"SuccessfulRevision",2.05392683499106
"new","new",34,"SuccessfulRevision",1.82403548413597
"new","new",35,"SuccessfulRevision",1.61702835720849
"new","new",36,"SuccessfulRevision",1.43116699641675
"new","new",37,"SuccessfulRevision",1.26473146007312
"new","new",38,"SuccessfulRevision",1.11605113022828
"new","new",39,"SuccessfulRevision",0.983526466329134
"new","new",40,"SuccessfulRevision",0.865643598326681
"new","new",41,"SuccessfulRevision",0.760983315885276
"new","new",42,"SuccessfulRevision",0.668225726120174
"new","new",43,"SuccessfulRevision",0.586151613704337
"new","new",44,"SuccessfulRevision",0.513641337932906
"new","new",45,"SuccessfulRevision",0.449671935755579
"new","new",46,"SuccessfulRevision",0.393312962868581
"new","new",47,"SuccessfulRevision",0.343721492300056
"new","new",48,"SuccessfulRevision",0.300136597699656
"new","new",49,"SuccessfulRevision",0.261873573451722
"new","new",50,"SuccessfulRevision",0.228318082937594
"new","standard",1,"Death",0
"new","standard",2,"Death",20
"new","standard",3,"Death",26.566
"new","standard",4,"Death",33.1035438454727
"new","standard",5,"Death",39.6012483817947
"new","standard",6,"Death",58.1601046866751
"new","standard",7,"Death",76.3640376816258
"new","standard",8,"Death",94.2192732521856
"new","standard",9,"Death",111.732309149269
"new","standard",10,"Death",128.909555180244
"new","standard",11,"Death",145.757330818726
"new","standard",12,"Death",162.281856625661
"new","standard",13,"Death",178.489250013404
"new","standard",14,"Death",194.385523163479
"new","standard",15,"Death",209.976582256033
"new","standard",16,"Death",252.2870284109
"new","standard",17,"Death",292.335275501484
"new","standard",18,"Death",330.240616598949
"new","standard",19,"Death",366.117654140233
"new","standard",20,"Death",400.074807360573
"new","standard",21,"Death",432.214709757336
"new","standard",22,"Death",462.634514603033
"new","standard",23,"Death",491.426187082166
"new","standard",24,"Death",518.676780842117
"new","standard",25,"Death",544.468699877293
"new","standard",26,"Death",615.0252672079
"new","standard",27,"Death",674.658842640739
"new","standard",28,"Death",725.056071487379
"new","standard",29,"Death",767.647502630581
"new","standard",30,"Death",803.641977873513
"new","standard",31,"Death",834.061162777016
"new","standard",32,"Death",859.768518377062
"new","standard",33,"Death",881.493796247683
"new","standard",34,"Death",899.85374115569
"new","standard",35,"Death",915.369588674607
"new","standard",36,"Death",928.48185386575
"new","standard",37,"Death",939.562830363605
"new","standard",38,"Death",948.927154297934
"new","standard",39,"Death",956.840732625456
"new","standard",40,"Death",963.52828907441
"new","standard",41,"Death",969.179741712206
"new","standard",42,"Death",973.955593019153
"new","standard",43,"Death",977.991485351249
"new","standard",44,"Death",981.40205100873
"new","standard",45,"Death",984.284166123919
"new","standard",46,"Death",986.719700674901
"new","standard",47,"Death",988.777842641516
"new","standard",48,"Death",990.517062242159
"new","standard",49,"Death",991.986771981414
"new","standard",50,"Death",993.228729610394
"new","new",1,"Death",0
"new","new",2,"Death",20
"new","new",3,"Death",26.566
"new","new",4,"Death",33.092058873649
"new","new",5,"Death",39.5754297144925
"new","new",6,"Death",58.1176717546238
"new","new",7,"Death",76.3029064150615
"new","new",8,"Death",94.1378627907156
"new","new",9,"Death",111.629242290413
"new","new",10,"Death",128.783626675697
"new","new",11,"Death",145.607479312837
"new","new",12,"Death",162.10714477057
"new","new",13,"Death",178.288849513728
"new","new",14,"Death",194.158703122971
"new","new",15,"Death",209.722699822058
"new","new",16,"Death",252.014203852595
"new","new",17,"Death",292.043500418635
"new","new",18,"Death",329.931160308641
"new","new",19,"Death",365.791749702406
"new","new",20,"Death",399.733691667567
"new","new",21,"Death",431.859612411009
"new","new",22,"Death",462.266650363935
"new","new",23,"Death",491.046749512263
"new","new",24,"Death",518.286937043959
"new","new",25,"Death",544.069586175031
"new","new",26,"Death",614.65841586092
"new","new",27,"Death",674.319887416202
"new","new",28,"Death",724.744419384626
"new","new",29,"Death",767.362090526064
"new","new",30,"Death",803.381534982832
"new","new",31,"Death",833.824278144275
"new","new",32,"Death",859.553700159155
"new","new",33,"Death",881.299518089008
"new","new",34,"Death",899.678478078956
"new","new",35,"Death",915.211844315702
"new","new",36,"Death",928.340180620847
"new","new",37,"Death",939.435843777428
"new","new",38,"Death",948.81354281358
"new","new",39,"Death",956.7392636351
"new","new",40,"Death",963.437812054043
"new","new",41,"Death",969.099189089582
"new","new",42,"Death",973.883979309746
"new","new",43,"Death",977.927904999922
"new","new",44,"Death",981.345675292812
"new","new",45,"Death",984.234239404369
"new","new",46,"Death",986.675536224558
"new","new",47,"Death",988.738818231408
"new","new",48,"Death",990.482615627065
"new","new",49,"Death",991.956396393167
"new","new",50,"Death",993.201969340608
